v1,v2,v3,v4,v5,v6,v7,v8,v9,z
0.748535082944576,0.8785723903328682,0.9694496582802559,0.8921836455631545,0.8327522174660121,0.9522655751667048,0.8022058741596964,0.0,0.907801720108276,0.6873233514510982
0.08197799047408295,0.9912587291265109,0.46790218975309167,0.3197788694998308,0.8615776037740467,0.8859064580241086,0.8086914316073668,0.0,0.5765025147457313,0.35497273760774994
-0.6480998880493161,0.9141143886571966,0.2385511519086997,0.35270600868031926,0.8658161942575716,0.8592080604952941,0.8334065469257953,1.0,0.4866965306913897,0.2601246958746167
-0.9146792973587191,0.9591986795007398,0.9251906289135079,0.8510648775268385,0.9115918553361836,0.8009825986358452,0.8785803618462997,0.0,0.905266283807541,0.7445227257299663
-0.8327066138431926,0.8431557938185129,0.315265720582583,0.2550441936719654,0.8376790251543507,0.7819737843646779,0.8168538715079713,0.0,0.503996017498688,0.19547596586838717
-0.8866828929206564,0.9780099485641481,0.2361804423664226,0.2950187142931774,0.9005133409077096,0.6762400125106695,0.8602511574802508,1.0,0.4880764883563683,0.3006402629385203
-0.6371187917503084,0.9344563820245233,0.9519691589810065,0.8375043161014059,0.7759181780506405,0.8096674026594233,0.7174714778786472,1.0,0.9193054520732715,0.8220381262632962
-0.3664628767080325,0.8477348925131719,0.44377188291167957,0.29223338660244547,0.8832253240001475,0.609396916803399,0.8712285472499398,0.0,0.5492496801745905,0.222115334833401
-0.9264372013650444,0.9052221517456991,0.42914043260792123,0.29772062305608865,0.9101224129864295,0.7597392526058795,0.8902399792331879,0.0,0.5491188861123066,0.2670222756291406
-0.47956258233252747,0.9797602393765144,0.09807486107418702,0.26432772600764554,0.8328259157974063,0.7128015650208286,0.7760202425498556,0.0,0.46351280922386684,0.263201552923018
-0.1343556128590502,0.9453700230745181,0.21132266312801093,0.3671764296272619,0.9162693042394324,0.8321103831847024,0.8875926138763289,1.0,0.4813617426478738,0.31304686279542715
0.8950679784405391,0.8692617551393902,0.7568289801562972,0.8268364413869964,0.991655726477805,0.8604461779521686,1.0,0.0,0.7293831244288068,0.5191461417270921
0.3431788681431472,0.9141688798405736,0.6837321471148933,0.9302999072301728,0.8954589479739166,0.8604274876953872,0.8693493556851949,1.0,0.6909895699501752,0.5180131244325544
0.40466602976990357,0.928945272829838,0.14077509732531765,0.33826098390749887,0.8396655173047354,0.7492149315265619,0.7972560141524505,1.0,0.4684034358973992,0.21136899003832377
0.9309547501868612,0.9048901276355861,0.4350254045633579,0.34069021137946587,0.8419278590543539,0.8256500904573632,0.8066122885486403,1.0,0.5515903298054443,0.3206231704844753
-0.04884854886409541,0.997933556983729,0.9985822233425321,0.812784109884942,0.8693548937975347,0.7138352304747004,0.8165426335742999,0.0,1.0,0.8808078342558829
-0.6561569534518391,0.9783364473007691,0.41458641442152744,0.26700743452565034,0.8061330173162482,0.7387573043549792,0.7436162093693103,1.0,0.549908769404465,0.36830825838071246
0.44725165799079103,0.8877543151593952,0.15186723438402844,0.3044682074353172,0.830974608114001,0.7178159252528737,0.7976327511114342,0.0,0.4695275756239293,0.19790186557929587
-0.1064877314991196,0.9689521871305493,0.4031167063912837,0.3582628752885604,0.8604475597103219,0.6741000625322139,0.8124389232408821,0.0,0.544084638807346,0.33366715762459737
0.4664016370016238,0.9262039441941112,0.10413961105886758,0.3146973575476962,0.8615091485811744,0.8874404398408882,0.824920238693669,0.0,0.4638506641957357,0.17383069995741263
-0.9146543145930451,0.9271902333631494,0.1368985721154859,0.3643064561899139,0.8550084371851095,0.9241652739689484,0.8165528097427822,1.0,0.46784129432661437,0.2726031980841419
0.7172372558727657,0.92805558685744,0.47509804821480717,0.37420526252785286,0.837045032872511,0.6930736948985216,0.794614713418259,0.0,0.5723987959561303,0.3061664296608386
0.6975213025061118,0.9583604103372372,0.7575471410138445,0.900484995571733,0.9050188397126812,0.7021000183623122,0.8703130359939771,0.0,0.7577276665044969,0.6104935271621061
-0.9086682843451421,0.8816937379896309,0.5711785103745278,0.7660402419141157,0.8040708353434174,0.7877041617745737,0.7654927965240085,0.0,0.6149446846535671,0.378929569395568
-0.18313512277484717,0.9404659807483571,0.042883716289990326,0.294094956492304,0.8502905723435596,0.8183975385120104,0.807368210346915,0.0,0.4593248613291957,0.19032281504398468
0.3510732996257099,0.9090825760276288,0.12534724682650178,0.28291353623018606,0.9152294394741748,0.8767213670745968,0.8955999482374636,0.0,0.4661577093228133,0.21132498668885685
-0.08793399329695147,0.9052263453625033,0.7680043089031284,0.8847502227246772,0.8546428062587079,0.7592702557946871,0.8215708129474372,1.0,0.7489911926287178,0.582958800780122
-0.539899494837606,0.9955042977759284,0.34051350618392,0.2922551983255651,0.8878090603837318,0.8046623009110908,0.8402327486161264,1.0,0.5212087899453564,0.3508305430908797
-0.6668399815718359,0.9331090384497116,0.9325702554926482,0.802601199865534,0.8962006766611541,0.7338641355891524,0.8664034079771216,0.0,0.9000740580287685,0.6677407032434663
-0.14159906375936096,0.9816811550557436,0.2862110297582467,0.37484715877298713,0.7409802351924522,0.6746885548511364,0.6623893400723808,1.0,0.5021524271490277,0.3401656037958088
0.5614881979150356,0.8842345639055427,0.28264194739453535,0.28879565882756336,0.8272414830767466,0.6972967562244007,0.7934270419557802,0.0,0.49683058775897787,0.18174849713052466
0.9364142431619065,0.9751763245229698,0.6131325851317497,0.8948906048592807,0.7855743765210299,0.8265194728808058,0.7193397784765061,0.0,0.6579164207111975,0.4727262585344355
0.7163827361657582,0.8884496413272136,0.3878095137984126,0.29307204463124276,0.8843481209600574,0.7419832051294292,0.8625596712517044,0.0,0.5311099514270462,0.19947285918405483
0.21596851430208133,0.8506054798862509,0.5139588403689042,0.8606365665212634,0.9040435596844478,0.8139600377177502,0.8961017098392413,1.0,0.5806781589007696,0.387587966999565
-0.8267898321063337,0.9921971983964567,0.18923023605920827,0.3528829576029513,0.9058227520606432,0.7211026047695441,0.8632623465475945,0.0,0.4777210715366694,0.24827090257279244
0.8134672873397655,0.9586164801464893,0.7187055961088764,0.829879490779795,0.8058655904104973,0.7337973519819592,0.7478639228515948,0.0,0.7278901915663715,0.49711973983556945
